,nCounts,nFeatures
BC02606_N03,2845,1537
BC02611_N01,1197,842
BC02613_N01,2413,1531
BC01110_N01,4551,2064
BC02628_N02,8349,2469
BC02629_N02,977,622
BC01971_N01,1545,989
BC02656_N02,2601,1357
BC02674_N01,602,419
BC02691_N01,1191,535
BC02756_N02,2505,1347
BC02718_N02,100,92
BC02724_N02,1611,1062
BC02726_N02,1343,897
BC00368_N01,1695,973
BC00485_N01,2923,1447
BC02741_N02,1257,805
BC02751_N02,1838,1124
BC00387_N01,2895,1435
BC02794_N01,545,404
BC02798_N03,3109,1533
BC00135_N01,1593,922
BC00515_N01,4836,2276
BC00540_N01,1063,670
BC02161_N01,2291,1261
BC02822_N01,3026,1609
BC02830_N04,4109,1800
BC02841_N02,1658,967
BC02848_N03,3338,1733
BC00752_N01,652,578
BC02859_N02,1765,1119
BC02867_N01,1637,904
BC01664_N01,6121,2450
BC02898_N01,159,143
BC00672_N01,4092,2003
BC02917_N02,4765,2248
BC02451_N01,1440,924
BC02923_N03,1445,963
BC02925_N01,1731,1031
BC02935_N01,2628,1372
BC02949_N01,2722,1097
BC04021_N01,557,393
