,nCounts,nFeatures
BC0395_N01,2981,1863
BC0187_N01,5050,2340
BC1375_N01,2199,1347
BC0105_N01,3220,1947
BC2372_N01,3447,2009
BC1473_N02,1821,1125
BC2723_N01,1318,965
BC1235_N01,6301,2818
BC1172_N03,2565,1441
BC0424_N01,2681,1427
BC3193_N01,301,248
BC2407_N01,533,451
BC3089_N01,804,615
BC0444_N01,7089,3123
BC2097_N02,651,533
BC0552_N01,1964,1236
BC1782_N02,4820,2382
BC1551_N01,9046,3883
BC2094_N03,3336,1839
BC0059_N01,1461,1090
BC1448_N01,3489,1883
BC0492_N02,4369,2296
BC1996_N01,3012,1762
BC0437_N01,3909,1994
BC0440_N01,2053,1317
BC1626_N03,4714,2260
BC0174_N01,2985,1976
BC3048_N02,1432,976
BC0479_N01,8176,3631
BC2900_N01,1185,750
BC1581_N02,3336,2048
BC1196_N01,5363,2474
BC1127_N02,3697,1990
BC1181_N01,1573,1108
BC2106_N02,4962,2518
BC1037_N01,5864,2860
BC1670_N03,4719,2283
BC1040_N01,6487,3194
BC1043_N01,7428,2947
BC1662_N02,4131,2020
BC1814_N01,1262,943
BC1065_N02,3644,1807
BC2887_N01,678,541
BC1775_N01,1182,774
BC1077_N01,1140,815
BC1699_N01,3218,1939
BC1589_N02,5211,2072
BC1654_N01,1471,954
BC1250_N02,3860,1989
BC1668_N03,1598,1076
BC2027_N04,8583,3593
BC1094_N01,2876,1647
BC1095_N01,4831,2569
BC1098_N02,5157,2328
BC1099_N02,6160,2710
BC1100_N01,2670,1617
BC3181_N01,113,93
BC1103_N01,4000,2095
BC2136_N02,3342,1850
BC2891_N01,897,694
BC0511_N01,6842,3184
BC1956_N02,1991,1238
BC2040_N03,2500,1455
BC1112_N01,4007,2081
BC1255_N02,2725,1513
BC1114_N01,4831,2330
BC2523_N02,3619,2037
BC1117_N01,1354,979
BC1621_N02,4433,2240
BC2824_N02,2015,1197
BC1292_N02,4518,2137
BC1132_N01,4234,1869
BC1133_N01,2069,1343
BC1135_N02,4731,2649
BC3116_N01,1536,1071
BC1143_N01,2024,1327
BC1631_N01,1409,956
BC1573_N01,5575,2514
BC1567_N01,1468,1043
BC1153_N01,1097,780
BC1155_N04,4161,2140
BC1159_N02,3424,1904
BC2016_N02,3704,1803
BC1167_N02,7387,3090
BC1170_N01,6768,3031
BC1173_N02,2933,1648
BC1899_N02,1774,1203
BC1174_N01,4703,2304
BC1182_N01,1049,674
BC1184_N01,3554,1891
BC1185_N03,7813,3051
BC1191_N01,6174,2937
BC1697_N02,3120,1715
BC3093_N01,1276,892
BC1203_N02,2359,1427
BC1806_N01,3764,2106
BC1536_N02,3760,1956
BC1747_N03,3845,1952
BC1398_N02,2054,1254
BC1535_N01,2930,1664
BC1322_N02,2044,1297
BC2037_N01,1220,847
BC1226_N04,5519,2613
BC1290_N01,3319,1827
BC1230_N02,4614,2315
BC3150_N01,444,382
BC2764_N01,185,162
BC1234_N01,2186,1281
BC0596_N01,3448,1911
BC0577_N01,5244,2580
BC1249_N01,4513,2182
BC2529_N01,2424,1457
BC1749_N01,2748,1569
BC1252_N01,1512,1031
BC1258_N01,925,680
BC2300_N01,3792,2030
BC1260_N02,5497,2642
BC1261_N02,1177,899
BC1267_N01,6305,3062
BC2573_N01,2215,1447
BC1276_N01,1451,1082
BC1277_N01,1472,1001
BC1772_N01,2030,1270
BC1781_N02,2278,1417
BC1285_N01,2838,1688
BC1924_N01,1597,1068
BC1291_N01,3971,2193
BC1299_N02,889,634
BC1300_N02,1779,1237
BC1306_N01,4973,2482
BC1399_N01,4215,1960
BC2626_N01,167,145
BC2996_N01,1553,1007
BC2130_N02,2525,1612
BC1313_N01,4804,2422
BC1307_N03,2821,1500
BC1317_N01,1421,952
BC2981_N01,97,90
BC1649_N01,2565,1580
BC2504_N01,3353,1704
BC1508_N02,2709,1675
BC1853_N02,3906,2074
BC1936_N02,4587,2262
BC1327_N01,8455,3331
BC1330_N01,2188,1382
BC1331_N01,2646,1454
BC1339_N01,705,538
BC2169_N01,2273,1521
BC1340_N01,3289,1664
BC1346_N01,855,666
BC1347_N02,6925,2874
BC1905_N01,3720,1830
BC1898_N02,3202,1956
BC2930_N01,3649,1961
BC2234_N01,2832,1507
BC1681_N01,3038,1662
BC0465_N03,7988,3052
BC1349_N02,10946,4111
BC2421_N01,4943,2720
BC1352_N01,1957,1282
BC1754_N02,5546,2811
BC1361_N01,2851,1662
BC1388_N02,4098,2320
BC3064_N01,1064,740
BC1139_N01,3836,2096
BC1868_N01,6803,2917
BC1685_N01,1780,1176
BC2141_N01,2446,1451
BC1774_N02,2682,1461
BC2114_N01,1226,874
BC1369_N01,2066,1234
BC3189_N01,2049,1217
BC1384_N01,4067,2031
BC2650_N01,1404,934
BC1859_N01,5710,2642
BC0242_N01,3779,2223
BC2841_N01,2248,1347
BC3144_N01,530,394
BC1410_N01,1144,847
BC2442_N01,2069,1212
BC1411_N01,958,713
BC2533_N01,2219,1394
BC1716_N01,1797,1152
BC1426_N01,9307,3706
BC1427_N01,2590,1518
BC1727_N03,3733,1854
BC1431_N02,3264,1771
BC1796_N03,7264,3133
BC1432_N02,4370,2333
BC2060_N02,3026,1761
BC1443_N02,401,336
BC1504_N01,3612,1835
BC1471_N02,1608,1112
BC2509_N01,1320,930
BC1453_N01,3327,1755
BC1730_N01,4451,2238
BC1460_N01,3586,2083
BC1659_N01,782,584
BC2762_N01,3868,1974
BC1468_N02,1939,1204
BC1514_N03,4121,1992
BC1469_N02,2922,1639
BC1455_N01,493,400
BC1718_N01,6263,2864
BC2777_N01,862,627
BC1488_N02,2014,1204
BC2966_N01,1231,840
BC1338_N01,4793,2357
BC1960_N01,3373,1801
BC1498_N03,2489,1516
BC0885_N01,5881,2491
BC1503_N01,225,203
BC1509_N01,1280,927
BC1918_N02,3244,1715
BC1604_N01,3128,1694
BC2062_N02,2317,1406
BC1522_N01,4083,2069
BC1831_N02,3636,1970
BC2259_N01,1571,1097
BC2967_N01,370,312
BC0049_N01,19502,5246
BC1947_N01,4764,2406
BC2142_N01,2753,1575
BC1528_N02,4204,2025
BC0831_N01,2484,1483
BC1981_N02,2959,1764
BC3011_N01,777,557
BC1910_N03,5444,2532
BC1540_N02,1804,1174
BC2876_N01,1259,869
BC3002_N01,352,298
BC1871_N01,4626,2448
BC1545_N02,3123,1785
BC2179_N01,2812,1754
BC1119_N01,6309,2638
BC0461_N01,2392,1488
BC1911_N01,1203,882
BC1564_N03,1159,756
BC2402_N01,4211,2140
BC1578_N01,4396,2168
BC1590_N01,2363,1461
BC2939_N01,856,665
BC1594_N01,1853,1242
BC1602_N01,1601,1089
BC2154_N01,2534,1479
BC1603_N01,6145,2649
BC1613_N01,7377,2951
BC1614_N02,3319,1805
BC2086_N02,2643,1818
BC0860_N01,4383,2240
BC1627_N01,4870,2383
BC0576_N01,4965,2627
BC0919_N01,578,452
BC2778_N01,1594,1077
BC1634_N02,2455,1459
BC1637_N03,1227,882
BC1819_N02,3272,1670
BC1993_N01,2430,1589
BC1641_N01,1723,1215
BC2375_N01,2720,1563
BC1970_N02,1974,1289
BC1650_N01,2805,1595
BC2868_N01,1641,1077
BC1656_N02,4233,2072
BC2637_N01,2277,1410
BC1657_N01,2303,1279
BC1661_N01,2848,1652
BC1664_N01,800,602
BC1666_N01,4650,2235
BC2098_N01,499,411
BC1682_N01,3428,1825
BC1674_N01,3597,1951
BC1236_N01,2734,1544
BC1686_N01,2133,1391
BC2126_N02,2378,1431
BC1687_N01,1955,1335
BC0120_N02,10340,4155
BC1693_N01,1225,878
BC1695_N01,1949,1198
BC0328_N01,374,322
BC0651_N01,774,621
BC1939_N02,4094,2349
BC1949_N02,804,611
BC1702_N01,8742,3412
BC1704_N01,3142,1733
BC1708_N01,856,660
BC2084_N01,898,673
BC1711_N01,2592,1390
BC1714_N02,6863,3117
BC1720_N01,3276,1792
BC1721_N02,2025,1242
BC1726_N01,7004,3383
BC1728_N01,2205,1293
BC1729_N01,2041,1270
BC1732_N02,4391,2301
BC2666_N01,3279,1989
BC1736_N01,224,210
BC1020_N01,2008,1173
BC1737_N01,2798,1714
BC2120_N02,4796,2488
BC1218_N01,1849,1125
BC0664_N01,9508,3504
BC1748_N01,802,585
BC1751_N01,1734,1104
BC1755_N01,1636,1143
BC2121_N02,2389,1352
BC2148_N02,1559,1068
BC1779_N01,4641,2397
BC1780_N01,2946,1710
BC2430_N01,4825,2230
BC1786_N02,2300,1376
BC1788_N01,5142,2343
BC1438_N01,923,679
BC2067_N01,5424,2686
BC1793_N01,3505,1853
BC1794_N01,3363,1948
BC1798_N01,2127,1271
BC1809_N01,1221,901
BC2861_N01,886,668
BC1810_N01,5427,2843
BC1841_N02,5976,2830
BC1816_N01,1612,1046
BC3152_N01,911,656
BC1825_N01,2257,1375
BC1829_N01,2390,1407
BC1882_N02,3625,1884
BC1843_N01,3681,2157
BC1838_N01,1433,954
BC1842_N01,4500,2157
BC1967_N02,1656,1041
BC2018_N01,3081,1691
BC1860_N01,3477,1751
BC1873_N05,3087,1693
BC3126_N01,2283,1373
BC2985_N01,1943,1193
BC1194_N01,7767,3298
BC2129_N01,195,171
BC1881_N01,2227,1305
BC2246_N01,2238,1298
BC1891_N01,2250,1385
BC1901_N02,1303,872
BC1904_N01,3500,1902
BC1013_N01,1295,902
BC1200_N01,4921,2384
BC1931_N02,5282,2430
BC0583_N01,1719,1177
BC1934_N01,1780,1182
BC1353_N01,3686,1868
BC2341_N01,982,727
BC1771_N01,2140,1401
BC2661_N01,1195,815
BC3062_N01,560,432
BC1576_N01,2740,1609
BC0162_N02,7115,3152
BC3084_N01,1620,1031
BC1953_N02,3152,1644
BC1957_N01,1695,1163
BC0954_N01,1796,1122
BC1961_N01,5892,2631
BC1965_N01,2401,1523
BC0173_N01,5498,2571
BC1971_N01,5435,2783
BC1525_N01,677,546
BC2123_N02,4092,2459
BC1992_N01,2868,1625
BC2009_N02,2118,1223
BC2036_N01,2655,1502
BC2038_N01,2487,1494
BC1343_N01,3768,2069
BC2020_N01,2650,1634
BC2041_N01,3429,1769
BC2042_N01,3679,2015
BC2054_N01,1708,1146
BC2055_N01,1030,719
BC2075_N02,5652,2966
BC2074_N01,6097,3023
BC2076_N01,1801,1208
BC2080_N01,2403,1418
BC2149_N01,3327,1858
BC2828_N01,910,693
BC2698_N01,1066,755
BC2100_N01,3604,2016
BC2132_N01,2103,1355
BC2138_N01,3969,2151
BC2566_N01,1412,937
BC2143_N01,1942,1291
BC2144_N02,2674,1563
